date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
26-07-1994,NA,118.0833,5.8,Boarded,"Sandakan Anchorage, Malaysia",MYS,MYS,1.718180666,118.0810653,5.815375067,NA,Gloria Ace,NA,NA,mappingpiracy
02-08-1994,NA,121.5933,15.0133333,Boarded,"Outer Road, Manila, Philippines",PHL,PHL,4.431694785,121.5600692,14.98965078,NA,Gorno Altaysk,NA,NA,mappingpiracy
14-08-1994,NA,-40.335,-20.3206667,Boarded,"Victoria Roads, Brazil",BRA,BRA,1.243161264,-40.32394785,-20.32483816,NA,Alexandergracht,NA,NA,mappingpiracy
16-08-1994,NA,-46.3093,-24.0703333,Boarded,"Santos Roads, 2nm S of Pt. Ross, Brazil (Measured 5km S of port)",BRA,BRA,5.872718951,-46.28766842,-24.02117278,NA,Maersk La Plata,NA,NA,mappingpiracy
19-08-1994,NA,120.9428,14.5211667,Boarded,"Manila Bay, Philippines",PHL,PHL,3.658996985,120.9703882,14.50189851,NA,Fukumaru,NA,NA,mappingpiracy
21-08-1994,NA,91.806,22.223,Boarded,"Karnaphuli River, Bangladesh",BGD,BGD,1.163908905,91.81690514,22.22028229,NA,MV Young II,NA,NA,mappingpiracy
24-08-1994,NA,105.9333,-6.0166667,Boarded,Indonesia,IDN,IDN,3.294167977,105.9570419,-5.998711847,NA,Caroline Oldendorff,NA,NA,mappingpiracy
26-08-1994,NA,105.9535,-6.0081667,Boarded,"Cigading Port, Indonesia",IDN,IDN,1.1166917,105.9570419,-5.998711847,NA,Torben Spirit,NA,NA,mappingpiracy
31-08-1994,NA,104.679,1.5505,Boarded,"Horsburg Lighthouse, Singapore Straits",IDN,MYS,37.74056299,104.5756942,1.225409247,NA,Essberger Pioneer,NA,NA,mappingpiracy
31-08-1994,NA,104.679,1.5505,Boarded,"Horsburg Lighthouse, Singapore Straits",IDN,MYS,37.74056299,104.5756942,1.225409247,NA,C. Tahsin,NA,NA,mappingpiracy
09-09-1994,NA,113.4667,18.3666667,Attempted,HLH Area,CHN,CHN,198.942011,112.3370874,16.9320336,NA,Lyki,NA,NA,mappingpiracy
12-09-1994,NA,106.8833,20.64,Boarded,"Haiphong Roads, Vietnam",VNM,VNM,9.072476433,106.8059188,20.67755768,NA,Mekong Spring,NA,NA,mappingpiracy
17-09-1994,NA,114.1558,22.3193333,Boarded,"SW Lamma Anchorage, Hong Kong",CHN,CHN,0.500998564,114.1595158,22.3222517,NA,Maritime Omi,NA,NA,mappingpiracy
27-09-1994,NA,119.0833,19.1333333,Attempted,HLH Area,PHL,PHL,171.4002877,120.5608016,18.48676179,NA,Chitra,NA,NA,mappingpiracy
03-10-1994,NA,113.45,11.6166667,Attempted,South China Sea,CHN,CHN,109.7420854,114.2722274,11.04584382,NA,NA,NA,NA,mappingpiracy
10-10-1994,NA,-4,5.2931667,Boarded,"Abidjan Roads, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Nordic Bulker,NA,NA,mappingpiracy
16-10-1994,NA,155.9033,-6.2583333,Attempted,"Bougainville Province, Papau New Guinea",PNG,PNG,15.42236189,155.8133244,-6.364841404,NA,Club Med II,NA,NA,mappingpiracy
20-10-1994,NA,-80.0867,-2.52,Boarded,"Guayaquil Port, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Sea Wind,NA,NA,mappingpiracy
21-10-1994,NA,112.7235,-7.2038333,Boarded,"Container Pier, Surabaya, Indonesia",IDN,IDN,1.955988514,112.7295028,-7.220472915,NA,Estebrugge,NA,NA,mappingpiracy
25-10-1994,NA,114.1217,22.16,Boarded,Hong Kong Anchorage,CHN,CHN,2.196548724,114.1108505,22.1770694,NA,United Ambition,NA,NA,mappingpiracy
25-10-1994,NA,112.7235,-7.2038333,Boarded,"Inner Anchorage, Surabaya, Indonesia",IDN,IDN,1.955988514,112.7295028,-7.220472915,NA,Reestborg,NA,NA,mappingpiracy
27-10-1994,NA,107.3,-3,Boarded,Indonesia,IDN,IDN,12.89001061,107.3984536,-2.938427948,NA,Windward,NA,NA,mappingpiracy
03-11-1994,NA,106.8867,-6.0338333,Boarded,"Jakarta Roads, Indonesia",IDN,IDN,9.348946503,106.8377385,-6.102715753,NA,Melgar,NA,NA,mappingpiracy
04-11-1994,NA,-80.0867,-2.52,Boarded,"Guayaquil Port, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Sea Wave,NA,NA,mappingpiracy
14-11-1994,NA,107.2917,-3.025,Boarded,Indonesia,IDN,IDN,15.24744201,107.3984536,-2.938427948,NA,Dove Arrow,NA,NA,mappingpiracy
15-11-1994,NA,104.5833,1.4,Boarded,Indonesia,IDN,IDN,19.3238956,104.5756942,1.225409247,NA,Yaya,NA,NA,mappingpiracy
21-11-1994,NA,106.8833,-5.9731667,Attempted,"3.7nm from Breakwater, Jakarta, Indonesia",IDN,IDN,13.24579241,106.9990341,-6.003513279,NA,Fortunate Star,NA,NA,mappingpiracy
22-11-1994,NA,107.3,-2.8666667,Boarded,Indonesia,IDN,IDN,5.105025692,107.3412922,-2.886858451,NA,Essverger Pioneer,NA,NA,mappingpiracy
23-11-1994,NA,107.2833,-2.9333333,Boarded,Indonesia,IDN,IDN,8.24492587,107.3412922,-2.886858451,NA,Continental Spirit,NA,NA,mappingpiracy
26-11-1994,NA,119.7267,16.5533333,Attempted,HLH Area,PHL,PHL,22.51419079,119.8125106,16.36749909,NA,Audacious,NA,NA,mappingpiracy
26-11-1994,NA,-79.9983,-2.3567,Boarded,"Gye Inner Roads, Ecuador (GYE is for Guayaquil)",ECU,ECU,0.354074205,-79.99990801,-2.353936456,NA,Caria,NA,NA,mappingpiracy
27-11-1994,NA,125.2833,33.7,Attempted,Yellow Sea,KOR,KOR,40.8694705,125.134288,34.04686107,NA,Sea Bird,NA,NA,mappingpiracy
27-11-1994,NA,-46.3517,-24.0133333,Boarded,"Santos Roads, Brazil",BRA,BRA,2.089366547,-46.3720597,-24.01580169,NA,Ocean Competence,NA,NA,mappingpiracy
30-11-1994,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Dunay,NA,Steaming,mappingpiracy
30-11-1994,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Ellam,NA,Steaming,mappingpiracy
30-11-1994,NA,90.0183,21.9721,Hijacked,"In the vicinity of Barguana, Bangladesh",BGD,BGD,2.044335111,90.02816817,21.98810456,NA,Allya,NA,Steaming,mappingpiracy
30-11-1994,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Nilkamtha,NA,Steaming,mappingpiracy
30-11-1994,NA,53.8958,29.8115,Hijacked,Iranian Territorial Waters,IRN,IRN,279.2807953,52.45964603,27.63263581,NA,Sree Vishnu,NA,Steaming,mappingpiracy
06-12-1994,NA,107.2667,-2.8666667,Boarded,Indonesia,IDN,IDN,8.588474176,107.3412922,-2.886858451,NA,Eagle Tide,NA,NA,mappingpiracy
09-12-1994,NA,118.115,5.8233333,Boarded,Malaysia,MYS,MYS,2.110891726,118.0959579,5.82416413,NA,Nanyo,NA,NA,mappingpiracy
28-12-1994,NA,106.8867,-6.0338333,Boarded,"Jakarta Anchorage, Indonesia",IDN,IDN,9.348946503,106.8377385,-6.102715753,NA,Anro Australia,NA,NA,mappingpiracy
05-01-1995,NA,112.6867,-7.1766667,Boarding,"Inner Anchorage Surabaya Port, Indonesia",IDN,IDN,0.37063782,112.6838485,-7.174899998,NA,Bunga Kerayong,NA,NA,mappingpiracy
07-01-1995,NA,122.185,37.4386667,Boarding,"Subic freeport, Manila, Philippines",CHN,CHN,1.329001911,122.1977645,37.43235912,NA,Kafu Maru,NA,NA,mappingpiracy
08-01-1995,NA,98.6767,3.7766667,Boarding,"Belawan Port, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Troianu,NA,Anchored,mappingpiracy
10-01-1995,NA,131.8833,43.11666667,Boarding,"Near Vladivostok, GOS",RUS,RUS,2.324696496,131.8794051,43.13739655,NA,Alaksey Chuyer,NA,NA,mappingpiracy
18-01-1995,NA,98.7983,3.98,Boarding,"Belawan Anchorage, Indonesia",IDN,IDN,15.32967371,98.6766198,3.914546933,NA,Captain George II,NA,Anchored,mappingpiracy
21-01-1995,NA,120.0867,18.425,Attempted,HLH Area (Hong Kong - Luzon - Hainan),PHL,PHL,50.42774059,120.5617782,18.46967194,NA,Ocean Glory,NA,Steaming,mappingpiracy
23-01-1995,NA,118.105,5.8133333,Boarding,"Sandankan Anchorage Sabah, Malaysia",MYS,MYS,1.561216093,118.0959579,5.82416413,NA,Norbulk Pine,NA,Anchored,mappingpiracy
23-01-1995,NA,120.8167,16.6,Attempted,HLH Area (Hong Kong - Luzon - Hainan),PHL,PHL,53.81577141,120.3259383,16.71259186,NA,Golden Alpha,NA,Steaming,mappingpiracy
26-01-1995,NA,39.3533,-6.775,Boarding,"Dar Es Salam Anchorage, Africa",TZA,TZA,5.977859498,39.32650801,-6.821954034,NA,Pegasus,NA,Anchored,mappingpiracy
28-01-1995,NA,52.0142,26.8085,Hijacked,Persian Gulf,IRN,IRN,83.84692291,52.60132897,27.35293203,NA,Shaiboub,NA,NA,mappingpiracy
31-01-1995,NA,106.875,-6.0886667,Boarding,"Jakarta Anchorage, 3.5 M OFF Indonesia",IDN,IDN,4.407541808,106.8377385,-6.102715753,NA,Darya Chand,NA,Anchored,mappingpiracy
03-02-1995,NA,98.6767,3.7766667,Boarding,"Belawan Roads, Belawan Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Kapetan Elias,NA,NA,mappingpiracy
04-02-1995,NA,116.7967,-1.2766667,Boarding,"Balik Papan Anchorage, Kalimantan, Indonesia",IDN,IDN,1.987233016,116.7790633,-1.273858331,NA,Bunga Kerayong,NA,Anchored,mappingpiracy
11-02-1995,NA,-43.1667,-22.8933333,Boarding,"Rio de Janeiro, Brazil",BRA,BRA,0.539139852,-43.16209876,-22.8956845,NA,Regina,NA,Anchored,mappingpiracy
15-02-1995,NA,108.5833,7.3,Boarding,South China Sea,VNM,VNM,262.8457714,106.6557723,8.698879299,NA,Lucky Trader No. 1,NA,Steaming,mappingpiracy
19-02-1995,NA,-80.3448,8.29,Boarding,"Off Panama Coast, Panama",PAN,PAN,1.186761877,-80.3342179,8.287990627,NA,NA,NA,NA,mappingpiracy
21-02-1995,NA,105.9467,-6.0083333,Boarding,"Anyer Inner Anchorage, Indonesia",IDN,IDN,1.563034483,105.9570419,-5.998711847,NA,LPG Norgas Traveller,NA,Anchored,mappingpiracy
23-02-1995,NA,117.4167,23.2,Attempted,Taiwan,CHN,CHN,36.80991688,117.1287813,23.39936918,NA,Hanjin Kunsan,NA,Steaming,mappingpiracy
26-02-1995,NA,-79.9167,9.35,Boarding,Cristobal,PAN,PAN,1.839919215,-79.90025794,9.346828518,NA,Shansi,NA,Berthed,mappingpiracy
28-02-1995,NA,43.6167,11.5833333,Attempted,"Djibouti, E. Africa",SOM,SOM,26.34617802,43.48943119,11.38092683,NA,Nourberg Mofarrij,NA,Steaming,mappingpiracy
28-02-1995,NA,52.0142,26.8085,Hijacked,Persian Gulf,IRN,IRN,83.84692291,52.60132897,27.35293203,NA,NA,NA,NA,mappingpiracy
28-02-1995,NA,52.0142,26.8085,Hijacked,Persian Gulf,IRN,IRN,83.84692291,52.60132897,27.35293203,NA,Capriolo,NA,NA,mappingpiracy
04-03-1995,NA,119.03,19.675,Attempted,Hong Kong - Luzon - Hainan Area,PHL,PHL,207.6882552,120.5701604,18.50177643,NA,ACX Iris,NA,Steaming,mappingpiracy
07-03-1995,NA,-43.1667,-22.8933333,Boarding,"No. 3 Berth, Rio de Janiero, Brazil",BRA,BRA,0.539139852,-43.16209876,-22.8956845,NA,San Miguel,NA,Anchored,mappingpiracy
07-03-1995,NA,114.2,22.2666667,Hijacked,"7 miles east of TCS1 Buoy, Hong Kong",CHN,CHN,2.477473174,114.2063908,22.28823477,NA,Xiamen Bridge,NA,Steaming,mappingpiracy
07-03-1995,NA,106.15,-6.0666667,Boarding,"Jakarta Port, Indonesia",IDN,IDN,6.399349131,106.1591903,-6.009535415,NA,Bunga Melor Satu,NA,Anchored,mappingpiracy
07-03-1995,NA,-43.2,-22.9,Boarding,"Alongside Rio de Janeiro, Brazil",BRA,BRA,3.093283939,-43.17332923,-22.88697682,NA,Marwan,NA,NA,mappingpiracy
08-03-1995,NA,117.85,21.7166667,Boarding,Hong Kong - Luzon - Hainan Area,CHN,TWN,194.4898552,116.4946879,22.93935241,NA,Ling Xian,NA,Steaming,mappingpiracy
15-03-1995,NA,3.4539,37.195,Boarding,Algeria Waters,DZA,DZA,42.3382843,3.709483269,36.87319571,NA,Biban,NA,NA,mappingpiracy
15-03-1995,NA,29.9667,41.0166667,Boarding,"Istanbul Port, Turkey",TUR,TUR,16.23387589,29.88461348,41.14899323,NA,Ayvazovskly,NA,Anchored,mappingpiracy
15-03-1995,NA,113.8571,21.8865,Hijacked,"Wanshan Quandeo, Pearl river estuary, China",CHN,CHN,13.06400514,113.7644768,21.96681793,NA,Wing Lee No. 3,NA,Steaming,mappingpiracy
23-03-1995,NA,117.2833,-1,Boarding,"Samarinda Anchorage, Kalimantan, Indonesia",IDN,IDN,9.92311808,117.235118,-0.924493097,NA,Navigatore - D,NA,Anchored,mappingpiracy
25-03-1995,NA,112.7,-7.1833333,Boarding,"Surabaya Roads, Inner Anchorage, Indonesia",IDN,IDN,2.013058366,112.6838485,-7.174899998,NA,Reestborg,NA,NA,mappingpiracy
01-04-1995,NA,112.0667,-7.1456667,Boarding,"Surabaya, Indonesia",IDN,IDN,26.3496598,112.1069442,-6.910821222,NA,Calatang,NA,Anchored,mappingpiracy
02-04-1995,NA,107.35,-2.7,Attempted,"Gelasa Straits, Indonesia",IDN,IDN,17.16348096,107.4257919,-2.835219008,NA,Konkar Pioneer,NA,Steaming,mappingpiracy
03-04-1995,NA,50.81,12.145,Boarding,Somalia,SOM,SOM,17.29458699,50.79786359,11.98911865,NA,Full City,NA,Steaming,mappingpiracy
05-04-1995,NA,113.445,16.2183333,Attempted,Hong Kong - Luzon - Hainan Area,CHN,CHN,90.06288579,112.736827,16.6602237,NA,Amer Prabha,NA,Steaming,mappingpiracy
05-04-1995,NA,48.4136,4.9115,Attempted,"Somalia Coast, Africa",SOM,SOM,20.83466191,48.32886804,5.079657294,NA,Longo Barda,NA,Steaming,mappingpiracy
09-04-1995,NA,52.0142,26.8085,Boarding,Persian Gulf,IRN,IRN,83.84692291,52.60132897,27.35293203,NA,Sea Wolf 102,NA,NA,mappingpiracy
09-04-1995,NA,120.82,18.7616667,Attempted,"Hong Kong - Luzon - Hainan Area, Philippines",PHL,PHL,12.89720573,120.8342391,18.64594147,NA,Nikolay Kuznetsov,NA,Steaming,mappingpiracy
11-04-1995,NA,121.625,19.715,Attempted,"Hong Kong - Luzon - Hainan, N. Philippines",PHL,PHL,33.45507754,121.8968205,19.55687084,NA,LNG Rheingas,NA,Steaming,mappingpiracy
11-04-1995,NA,121.625,19.7166667,Attempted,"Balintan channel, HLH Philippines",PHL,PHL,33.55186019,121.8968205,19.55687084,NA,NA,NA,Steaming,mappingpiracy
12-04-1995,NA,117.25,-1.0416667,Boarding,"Muara Jawa anchorage, Samarinda, Indonesia",IDN,IDN,11.65232426,117.1639104,-0.981703383,NA,Arctic Trader,NA,Anchored,mappingpiracy
18-04-1995,NA,114.2617,11.0466667,Hijacked,4.9 miles off Hong Kong waters,CHN,CHN,1.142258373,114.2716577,11.04352448,NA,Vietxo 8,NA,Steaming,mappingpiracy
18-04-1995,NA,104.75,-2.9765,Boarding,"River Passage, Palembang, Indonesia",IDN,IDN,32.92288346,104.5472111,-2.759535415,NA,Hafetzah,NA,Steaming,mappingpiracy
18-04-1995,NA,106.6,7.9166667,Attempted,South China Sea,VNM,VNM,81.24360354,106.5833439,8.651068427,NA,Kuanyin,NA,Steaming,mappingpiracy
22-04-1995,NA,50.8,12.15,Hijacked,Somalia,SOM,SOM,17.79867237,50.79786359,11.98911865,NA,Radnor,NA,Steaming,mappingpiracy
26-04-1995,NA,106.875,-6.0886667,Boarding,"Berth 115, Tanjung Priok, Indonesia",IDN,IDN,4.407541808,106.8377385,-6.102715753,NA,Bass Reefer,NA,Berthed,mappingpiracy
28-04-1995,NA,50.7167,12.1333333,Attempted,Somalia,SOM,SOM,17.39666062,50.77198327,11.98578522,NA,Ming Bright,NA,Steaming,mappingpiracy
28-04-1995,NA,-46.2872,-23.9761667,Boarding,"Santos, Brazil",BRA,BRA,0.559772463,-46.29161536,-23.9791806,NA,Nordcloud,NA,Berthed,mappingpiracy
29-04-1995,NA,124.6,5.8833333,Attempted,"6 miles off Mindanao Coast, Philippines",PHL,PHL,11.26466144,124.6364852,5.978420315,NA,Johanna,NA,Steaming,mappingpiracy
01-05-1995,NA,53.3833,12.95,Attempted,"Somalia, East Africa",YEM,YEM,29.20640232,53.49986925,12.71206451,NA,Darya Geeth,NA,Steaming,mappingpiracy
01-05-1995,NA,53.3833,12.95,Attempted,Somalia,YEM,YEM,29.20640232,53.49986925,12.71206451,NA,DSR Tianjin,NA,Steaming,mappingpiracy
01-05-1995,NA,105.9167,-6.0433333,Boarding,"Anyer Inner Anchorage, Indonesia",IDN,IDN,4.388564132,105.8878687,-6.070570571,NA,LPG/C Prins Philips Willem,NA,Anchored,mappingpiracy
03-05-1995,NA,51.0333,12.2,Attempted,Somalia,SOM,SOM,30.40064263,50.97008259,11.93232251,NA,Liliana Dimitrova,NA,Steaming,mappingpiracy
03-05-1995,NA,50.0678,4.7999,Attempted,100NM off Somalia,SOM,SOM,174.5903662,48.64673913,5.480047919,NA,LPG Gas Al-Kuwait,NA,Steaming,mappingpiracy
03-05-1995,NA,50.85,12.1,Attempted,Somalia,SOM,SOM,13.51596071,50.79786359,11.98911865,NA,Mecca 1,NA,Steaming,mappingpiracy
05-05-1995,NA,118.1167,5.8266667,Boarding,"Shell timur Berth, Sandakan, Sabah, Malaysia",MYS,MYS,2.313767863,118.0959579,5.82416413,NA,LPG Java Rainbow,NA,Berthed,mappingpiracy
05-05-1995,NA,124.3167,5.8,Attempted,"18NM from Mindanao, Philippines",PHL,PHL,36.23712004,124.4218856,6.110296942,NA,LPG Lady Rowena,NA,Steaming,mappingpiracy
09-05-1995,NA,100.6067,13.3516667,Boarding,"Pier 22, Bangkok port, Thailand",THA,THA,18.45410035,100.5559188,13.51089102,NA,Zim Bangkok,NA,Anchored,mappingpiracy
10-05-1995,NA,-43.1667,-22.8933333,Boarding,"Petrobras Terminal, Rio de Janeiro, Brazil",BRA,BRA,0.539139852,-43.16209876,-22.8956845,NA,Stolt Spur,NA,NA,mappingpiracy
11-05-1995,NA,11.3063,56.5878,NA,"Between Anholt Isoalnd and Grena Island, Denmark",DNK,DNK,17.20167168,11.52458744,56.68471914,NA,Anholt,NA,Steaming,mappingpiracy
12-05-1995,NA,43.435,12.0072,Hijacked,"Djibouti, E. Africa",DJI,DJI,4.654284947,43.39877363,12.02952709,NA,SB408,NA,NA,mappingpiracy
12-05-1995,NA,113.5333,22.1333333,Boarding,"China, PRC",CHN,CHN,1.043415764,113.5271102,22.12588125,NA,Egmondgracht,NA,Anchored,mappingpiracy
14-05-1995,NA,113.2753,23.108,Boarding,"Guangzhou, China, PRC",CHN,CHN,12.93366196,113.3986923,23.0833194,NA,Quebec,NA,Berthed,mappingpiracy
15-05-1995,NA,112.7467,-7.1885,Boarding,"Berth405, Surabaya port, Indonesia",IDN,IDN,1.852101831,112.7451278,-7.205173435,NA,Zervos,NA,Berthed,mappingpiracy
16-05-1995,NA,-43.1667,-22.8933333,Boarding,"At the Berth of Rio de Janeiro, Brazil",BRA,BRA,0.539139852,-43.16209876,-22.8956845,NA,IBN Qutalbah,NA,NA,mappingpiracy
18-05-1995,NA,104.1099,1.323,Boarding,"3NM off Horsburgh Light House, Singapore Straits",MYS,MYS,5.049369497,104.1140243,1.368475653,NA,SMF 1104,NA,Steaming,mappingpiracy
21-05-1995,NA,113.8,22.1166667,Boarding,"Guishan Dao, Peral river estuary, China",CHN,CHN,10.11223592,113.8464462,22.19708893,NA,Great Cheer,NA,Anchored,mappingpiracy
31-05-1995,NA,50.0833,12.015,Hijacked,"3NM off Alula, Somalia",SOM,SOM,49.57221637,50.37232507,11.66893138,NA,Anomis,NA,Steaming,mappingpiracy
31-05-1995,NA,50.0833,12.015,Hijacked,"Alula, Somalia",SOM,SOM,49.57221637,50.37232507,11.66893138,NA,Bonsella,NA,Steaming,mappingpiracy
01-06-1995,NA,119.5011,23.9273,Boarding,"45 miles off the Taiwan west Coast, Taiwan Straits",TWN,TWN,28.27467371,119.5664169,23.67918529,NA,NA,NA,Steaming,mappingpiracy
02-06-1995,NA,107.0568,10.344,Boarding,"Vung Tau Anchorage, Vietnam",VNM,VNM,3.669869041,107.0737411,10.37262604,NA,Petro Concord,NA,Anchored,mappingpiracy
03-06-1995,NA,113.4317,16.2216667,Attempted,Vietnam,CHN,CHN,88.67048487,112.736827,16.6602237,NA,Amer Prabha,NA,Steaming,mappingpiracy
04-06-1995,NA,121.9667,19.35,Attempted,Hong Kong - Luzon - Hainan Area,PHL,PHL,15.70478852,121.9609481,19.49176667,NA,Svea Trader,NA,Steaming,mappingpiracy
07-06-1995,NA,70.3167,23,Boarding,"2.9NM SW of Tuna Buoy, Kandla, India",IND,IND,5.796385225,70.29175866,22.95302969,NA,Agrilia,NA,Steaming,mappingpiracy
09-06-1995,NA,114.1333,22.15,Boarding,"Lamma Anchorage ILD, Hong Kong",CHN,CHN,3.214374042,114.1373804,22.17877839,NA,Robin,NA,Anchored,mappingpiracy
10-06-1995,NA,114.5333,22.7,Hijacked,"Hainan, China",CHN,CHN,0.098898336,114.5324813,22.69953034,NA,Faesongsan,NA,Steaming,mappingpiracy
12-06-1995,NA,113.8333,22.1833333,Hijacked,Between Hong Kong and Macau,CHN,CHN,2.039121421,113.8464462,22.19708893,NA,GUIA,NA,Steaming,mappingpiracy
14-06-1995,NA,107.0568,10.344,Boarding,"Vung Tau, Vietnam",VNM,VNM,3.669869041,107.0737411,10.37262604,NA,Ocean Bird,NA,Anchored,mappingpiracy
16-06-1995,NA,104.75,-2.9765,Boarding,"Plaju, Palembang River, Sumatera, Indonesia",IDN,IDN,32.92288346,104.5472111,-2.759535415,NA,Hafetzah,NA,NA,mappingpiracy
23-06-1995,NA,102.5594,10.2285,Hijacked,Cambodian Territorial Waters,KHM,KHM,89.31432158,103.2921656,10.58315664,NA,Hye Mieko,NA,NA,mappingpiracy
23-06-1995,NA,110.4,21.1765,Boarding,"Buoy 10, Zhanjiang Inner Anchorage, China",CHN,CHN,0.060417505,110.3994247,21.17658112,NA,Prince of Tokyo,NA,Anchored,mappingpiracy
24-06-1995,NA,106.875,-6.0886667,Attempted,"Outer Roads, Jakarta Anchorage, Indonesia",IDN,IDN,4.407541808,106.8377385,-6.102715753,NA,Kassos,NA,Anchored,mappingpiracy
30-06-1995,NA,104.9167,-2.8033333,Boarding,"Palembang River, Indonesia",IDN,IDN,31.25467187,104.7314559,-2.590752863,NA,Petro Concord,NA,Steaming,mappingpiracy
04-07-1995,NA,108.3817,21.4616667,Boarding,"Fangcheng Anchorage, China",CHN,CHN,11.06962341,108.4021102,21.55980052,NA,Dona,NA,Anchored,mappingpiracy
04-07-1995,NA,101.7333,2.1666667,Attempted,Malacca Straits,IDN,IDN,8.586976628,101.6816512,2.108954169,NA,General Monarch,NA,Steaming,mappingpiracy
07-07-1995,NA,70.3221,22.8783,Boarding,"4.5 miles from Tuna Buoy, Kandla Port, India",IND,IND,4.44019471,70.34294681,22.84316641,NA,Al Wataniah,NA,Anchored,mappingpiracy
07-07-1995,NA,70.2203,22.8196667,Boarding,"Kandla Anchorage, India",IND,IND,10.43106631,70.32154382,22.81171296,NA,Al Natania,NA,Anchored,mappingpiracy
14-07-1995,NA,114.14,20.1166667,Boarding,Hong Kong Port,CHN,CHN,208.529519,113.7644768,21.96681793,NA,Summer,NA,Anchored,mappingpiracy
18-07-1995,NA,114.1667,22.1166667,Boarding,"Off port limits, Hong Kong",CHN,CHN,7.213017487,114.1453557,22.17869701,NA,Amorgos,NA,Anchored,mappingpiracy
19-07-1995,NA,113.8933,22.0733333,Boarding,"Huangpu Anchorage, China",CHN,CHN,14.53120548,113.8464462,22.19708893,NA,Ikan Selangat,NA,Anchored,mappingpiracy
20-07-1995,NA,115.8583,-5.0166667,Attempted,"Java Sea, Indonesia",IDN,IDN,22.28486119,115.806814,-4.821872654,NA,ICL Rajarajan,NA,Steaming,mappingpiracy
23-07-1995,NA,104.9167,-2.3,Boarding,"Palembang River, Indonesia",IDN,IDN,1.660206584,104.908702,-2.312676691,NA,Trans Hercules,NA,Steaming,mappingpiracy
23-07-1995,NA,113.8,22.1166667,Boarding,"Quarantine Acnhorage, Huangpu, China",CHN,CHN,10.11223592,113.8464462,22.19708893,NA,Stalo,NA,Anchored,mappingpiracy
23-07-1995,NA,-77.1667,-12.0167,Boarding,"335degs, 3.2NM of North Breakwater, Callo, Peru",PER,PER,2.455616305,-77.1450903,-12.02304453,NA,LPG EMSGAS,NA,Anchored,mappingpiracy
24-07-1995,NA,114.24,22.1266667,Hijacked,"Hainan, China",CHN,CHN,7.524708543,114.219493,22.1918806,NA,Milen Trung,NA,Steaming,mappingpiracy
30-07-1995,NA,-43.1667,-22.8933333,Boarding,"Rio de Janeiro, Brazil",BRA,BRA,0.539139852,-43.16209876,-22.8956845,NA,Hanso Clipper,NA,NA,mappingpiracy
31-07-1995,NA,114.1333,22.15,Boarding,"Lamma Island, Hong Kong",CHN,CHN,3.214374042,114.1373804,22.17877839,NA,MT Star Orchid,NA,NA,mappingpiracy
31-07-1995,NA,114.1333,22.15,Boarding,"Lamma Island, Hong Kong",CHN,CHN,3.214374042,114.1373804,22.17877839,NA,Sang Thai,NA,NA,mappingpiracy
01-08-1995,NA,113.8933,22.075,Attempted,"Huang  pu Anchorage, China",CHN,CHN,14.34757456,113.9062606,22.20400625,NA,MV Ikan Selangat,NA,Anchored,mappingpiracy
01-08-1995,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Inzhener Yamburenko,NA,Anchored,mappingpiracy
02-08-1995,NA,105.1667,-5.4666667,Boarding,"Panjang road, Indonesia",IDN,IDN,8.927250019,105.2463485,-5.478773696,NA,Gotze Delchev,NA,Anchored,mappingpiracy
04-08-1995,NA,79.8432,6.95,Boarding,"Colombo Roads, 1.5NM from port entrance, Sri Lanka",LKA,LKA,1.450377734,79.84815514,6.962144273,NA,Nedlloyd Sao Paolo,NA,Anchored,mappingpiracy
05-08-1995,NA,113.4167,23.08333333,Boarding,"Huangpu, China",CHN,CHN,1.514723112,113.4174911,23.09699128,NA,Her Fah,NA,NA,mappingpiracy
06-08-1995,NA,114.16,22.1166667,Boarding,Hong Kong,CHN,CHN,7.032910972,114.1453557,22.17869701,NA,Her Fah,NA,Anchored,mappingpiracy
07-08-1995,NA,114.6833,22.0666667,Attempted,"Huangpu, China",CHN,CHN,38.52289236,114.3100692,22.06858959,NA,President Harrison,NA,Steaming,mappingpiracy
08-08-1995,NA,100.2997,3.7998,Hijacked,"31NM off Tanjung Sauh, Kuala Lumpur, Malaysia",MYS,MYS,46.15569348,100.7033798,3.898871161,NA,NA,NA,Steaming,mappingpiracy
